,Reviews,Sentiments
3919,"not worth it: pure NOISE! there is at least 4 great songs on this cd. they are all monotonous, same guitar noises all throughout. there's not a lot of variety. Mellon Collie is still the best and next to it is the Siamese.",0
3920,"A Classic Movie: This is a movie I had seen on TV a couple of times and finally managed to track down on DVD.It was well worth it. The copy I have is remastered for 5.1 Home Theatre and in 16:9 widescreen.The picture quality doesn't stand up to todays films but was still much better on DVD than it would have been on VHS.The movie itself is fairly light hearted and entertaining similar to many other action/comedy/romance type movies & shows of the 80 & 90s. If you are a fan of those classic movies and programs like beverly hills cop, baywatch, police academy etc this movie would slot right in. If you are a fan of Erika Eleniak then this is a must have that you will not regret purchasing.",1
3921,"Opteka 70"" tripodEx: Excellent product. Lightweight but sturdy. Might be a problem in a heavy windstorm but I would never use it that way. Very easy to adjust and extremely compact with good carrying case. Would buy this product again.",1
3922,Terrible quality!: The quality of this set of sheet is terrible!!! Both the flat and fitted sheets pile and they felt like sand paper after the first time I used them. This is not the quality you hope to get with 500 thread count sheets... Very disapointed!!! Do not buy them!!!,0
3923,"boring: The scenery was almost all colorless, Winter landscapes. There were lengthy concentrations on dull colored grasses, up and down them, back and forth on them, in and out of them. I was very disappointed. Don't buy this if you are looking for beautiful mountain scenery with variety or relaxing music. The music was sharp toned and distracting although I have to say the boring aspect of it all did make me sleepy.",0
3924,"Don't think of the old showtrack.: When I recieved the CD I couldn't wait to give it a play. Soon my baissed ears told me that I liked the old soundtrack much better. Eventually I give it a few more spins and then went to see the film.How glad am I, I did that, it made me enjoy the film much more and now I love the soundtrack. A good addition to my collection of sountracks and musicals. I'm sure it will also appeal to a younger audience.Give it a listen.",1
3925,"I was very disappointed in the video!!!: After reading what others had to say about this video I really thought that I would like it. I was very dissapointed in most of the Phantom of the Opera numbers. I really only enjoyed Music of the Night and Wishing You Were Somehow Here Again. It was like watching music videos not Broadway plays. There wasn't the feeling in most of the songs like you get when you see them performed live. I may be in the minority, but I would not recommend this video.",0
3926,Nice Sneaker: This was as advertised. Came quickly. I purchased them for airline travel as they are easier to get on and off in the security line. They were very comfortable to wear all day without any issues.,1
3927,"sugar and spice anything but nice: never before in my many years of watching movies has a film made me physically cringe.My refrigerator has more talent and charisma than this movie displayed.This film is proof that Britany Spears should never seek an acting career because if she did,we would see more films like these.Cheerleaders all over the country should feel strongly insulted about how this movie depicts them.Just when you thought Battlefield Earth was the worst film you ever saw, nothing could prepare you for this abomination.No sugar,no spice,no talent,no humor,no nothing!",0
3928,"Johnston's worst written book. Too much bad language. Sex with a male child. VERY BAD, SHAMEFULL!!!: 2 stars for the plot. Men raping a 14 year old boy was not necessary in the story. The writer waited to the last to put that part in.",0
3929,"Very nice design: Turns out that the body is made of glass and except for the metal frame, everything else is plastic. It says so on the box. Also, it says it makes 32 ounces, but I was only able to pour in about 25 ounces of water. The design is very attractive and practical. The main reason I bought this was because cleaning is very easy. The infuser is basically a strainer that fits nicely into the body. This way it's works like brewing a cup of tea by just tossing the leaves into the water. The only downside to this design is that you can't leave in the infuser basket/strainer and pour the tea without some leaves falling into the cup, though they don't recommend doing it this way anyway. Also, many people prefer to remove the basket so their tea won't get too strong when you reach the end so it's a moot point. I'm happy with my purchase.",1
3930,"Unlucky Reader: This assemblage of stories about spoiled, vapid, and, worst of all, utterly ulikable young American females abroad is a shining example of how mind-numbingly poor Nell Freudenberger's writing can be. Reading her prose is like listening to a 17-year-old girl on the telephone with her friend -- a rampage of dead-end discussions and trivial details. Freudenberger throws around enough foreign words and phrases to lend to her excruciating tales the air of ""diversity"" required of any young author who wants to win awards and endorsements from the creative-writing-department Gestapo. This book is a pointless mess and a waste of time.",0
3931,"Complete waste of money: Like the other reviewers, I found this pot totally inferior to a Bialetti. In fact, I'd say it's a worthless product for two reasons. First, the coffee does not brew out in a quiet steady flow, as it should, but sputters from the time it first starts seeping out. You are supposed to hear the sputtering when it's time to turn off the burner, but because it's always sputtering you have to keep opening the lid (making a mess) to see when it's done. Second, and most critically, it brews so slowly that the coffee begins to burn (evident in the smell and taste) before it's even finished. I'm using proper heat and I'm not over-packing. I've been using various moka pots for years without these problems.",0
3932,"Nice while it lasted: Great concept and the device worked great ""FOR ABOUT 6 MONTHS"" and died. The 90 day warranty is, of course, useless. I will by another brand this time.",0
3933,"NOT ANTI-FLAG!!!: This cd is not a release of Anti-Flag, it is an unaouthirized reproduction. It is an insult to the band, and to sum it up: It sucks. Poor Quality, bad selection, and no enhancements.",0
3934,Pretty funny.....: This is a pretty entertaining video as far as the Sesame Videos go. I don't mind watching this one with my son. Good songs and enough action to keep him entertained.,1
3935,"even baby can take the sticky rubber off: the kushions itself is ok, but the sticky part is too too too weak. my 11 months old son took the rubber off the table right after I put the kushions on the table edge. The product is basically useless if the sticky part doesn't work. I dumped it in my storage room.I just don't understand why people give this product 5 stars.....",0
3936,"It's about the history of the farm.: Had no idea what happened to one of the greatest race farms in America. This told it all. Quite a shock, very devestating.",1
3937,"It's Banging...to the Beat!: Luv it, Buy it! The sound quality is awesome! Also looks as cool as it sounds. I am very happy with this product.",1
3938,"Poor Quality: There is nothing to say about the game, it is chess. But i am very disappointed for the the quality of the product. The light weight pieces are cheap plastic feel and they are small so it does not look balance on the big board.",0
3939,"Excellent machine!: I bought this machine a few weeks ago, and it has received fairly heavy use since I received it. Its totally fantastic, and great bang for the purchase price. It consistently produces good seams with regular stitches, over a variety of fabrics. There are only two minor cons to the machine: there is not enough light over the needle area (solution, have a desk lamp) and the bobbin winding is not as automated as the manual says it should be...the automatic winding produces tangled bobbins that are useless. Winding them in the more traditional manner of older machines is much more effective. Overall, its automated features are a great asset to my aging eyes, as I no longer have to thread needles. Purchasing this machine has increased the quality of my sewing tenfold with no real improvement of skill. I wish I had had this machine a decade ago!",1
3940,"great buy for a great watch: i really like this watch designed by casio. it has a really cool retro look and feel to it. at first when i opened the package i thought it was a woman's watch and that the seller sold me the wrong item, but don't be fooled by the watches small size, my old watch was a kenneth cole watch with a HUGE display. i personally like the casio's smaller display. the wristband is totally adjustable, so don't worry about trying to take off links from the band, bc you won't have to. overall, if you are looking for a sturdy, cool looking watch, this is a great buy.",1
3941,"ok. But not worth it.: The fan did not fit any of my windows with the plastic extender and the acordian screen. I gave it to my boyfriend and it didn't fit his either. We do not have unusually large size windows. I would carefully review the maximum sizes before buying. As for the sound.. i didn't mind it, but I'm a sound sleeper. My boyfriend could not stand it.",0
3942,"Jack, Jack, Jack your Soul...: Jacksoul is one cool individual, musically speaking. Great CD, sounds like other British soul artists and reminds me of Seal. Very enjoyable listening for the soul...",1
3943,"Who wouldn't like a happy little bunny?: Even if you don't like the sentiment, the bunny is so darned cute! I really like Happy Bunny, and sometimes the sentiments make me laugh (to myself when I shouldn't and out loud when no one else is around).Such a naughty little bunny!",1
3944,"Beyond the pale!!!!: This book represents the greatest potential waste of your time and money imaginable.The author clearly presents his blather from a fully leftist position and then expects the reader to swallow it as some hidden ""fact"".Save your money and as importantly save your time.",0
3945,"A WINNER: WHEN I FIRST SAW THIS MOVIE IN THE THEATRE WHEN IT FIRST CAME OUT IN THE 60'S I WAS 11 YEARS OL AND I THOUGHT IT EWAS GREAT THEN A ND STILL FEEL THE SAME WAY NOW. ONE OF THE BEST MOVIES I'VE SEEN. THE SONGS ARE CATCHY, WITTY AND FINELY EXECUTED. LOVED IT THEN AND LOVE IT NOW.",1
3946,"I wanted to like it but: I got this with the toothbrush Stimpy, Ren came with a broken eye so I shipped back for a refund but the item was sold out, not sure if I wanted another anyway as the eyes seem to break easily. So now my Toothbrushin Stimpy is lonely....",0
3947,"DualDisc Technology is fraudulent!! Beware!!: Fantastic AC/DC album. But this format, the DualDisc junk..is just that...junk. It won't work on many computers and even some CD players. It's totally unreliable. Beware. I'm going to email DualDisc (their address is on the web) and give em' a piece of my mind. A total waste of money!",0
3948,"Great Concept, Cheaply Made: This toy is way too expensive for the cheap production of it! I love the idea behind it though. It folds up so your child can take it anywhere. The problem is that it never folds up very well and can break very easily if not folded exactly right. Also the swing never attached very well and when I finally got it to work, Sleeping Beauty never would actually sit. She slid right off. I guess this bothered me more thn my 5 and 2 year olds. They enjoyed it for a while. The plastic furniture gets lost, but that is not unusual for these type of toys. Unfortunately, I just ended up throwing this toy away. What a waste!! Again, this toy is way too expensive for what it is. Disney should start making better quality toys for our children.",0
3949,Broken cap: One of the two caps was broken on one of the bottles along it unable to reseal once I open it.,0
3950,"0 Stars If I Could.: After reading the previous review, I decided to try it, since I was one of those late sleepers, early wakers.I've tried plenty of eye-bag removing lotins, creams, and ointments, and thinking this was the one, I boughtthis $32 small ointment/lotion.I just finished applying it, since I was about to go out with my boyfriend, and it actually made my bags more puffy and dark!I am not at all happy with this product.]:",0
3951,"Intriguing and entertaining collection: This is a CD for someone who is already a Mountain Goats fan. More casual listeners would be better served by getting Sweden, 9 Black Poppies, or Full Force Galesburg. As a compilation of rarities, it is obviously rough and doesn't hang together like a typical Mountain Goats CD. That said, there are some great songs on this CD, from the opening song, ""Golden Boy,"" which are about peanuts, to ""Going to Port Washington,"" ""The Anglo-Saxons"", and ""Noticifer Birmingham."" Many of these songs are just Darnielle having a lot of fun. Sometimes, like on ""Golden Boy"", the results are amazing. Sometimes it only reminds you of how good he can be when he gets more serious. Overall, a good CD and a must-have for Mountain Goats fans.",1
3952,"House of Cheesy, 1-Dimensional Over-Writing: I completely and totally dislike The House of Dies Drear. The characters, had no depth, and were one-dimensional, the dialogue was stiff, and robot-like, and there was nothing in the book that I could relate to. I consider the book to be quite anti-climactic, lacking a major turning point in which the readers are supposed to be enthralled in. It had no twists, about two cliff-hangers, and was completely predictable. It was, in fact, probably one of the worst books that I have ever read. On a scale of five, I'd have to rate it a two, because as I said, it did have a couple of cheesy cliffhangers, but nothing that left me satisfied with the book that I have read.",0
3953,"Snore: I'm sorry.....I love pavement, but that won't stop me from coming down on this record like a macho man elbow drop from the top of the turnbuckle. I can't knock a band for being extremely prolific, and wanting to change it's style a little bit after every 100 songs, but Brighten The Corners was Pavement turning on their blinker to leave the two lane country road that represents my musical tastes, and Terror Twilight puts them on the exit ramp. It's mellow, it's thoughtful, it's nicely produced, and it bores me to tears. Thank God for the Silver Jews.",0
3954,"Huge Piece of Bull****!!!!!!!!!: This is quite possibly the worst accsesory ever. The top screen protector is fine, but after you put on the bottom screen part, guess what? Air packets!!!!!! I didn't touch the bottom screen protector, and air packets air packet air packets!!!!!!!! This product sucks!",0
3955,"These work great for about 3 months: This is the third set I've purchased. Each set had one Jbud go out after a few months. I kept trying them, thinking it was a fluke. After this latest time with the right side going out, I quit. I won't be buying them again. They are great while they last but who wants to have to buy new ones so often?",0
3956,"300 meets Gladiator: I don't get into to many TV shows but I have to say, I LOVE Spartacus. Its like a SEXy cross between 300 and Gladiator. Very well done, and the twists in the plot are very unpredictable. You wont be able to watch just one episode so be prepared to stay up late.",1
3957,Aggravated my rosacea: Got this at the reccommendation of my esthetician because I have sensitive skin and rosacea. This product made a mess out of my face.,0
3958,"Big waste of time and money: To be honest I love the television series American Chopper.This game was not in stores, so I bought it. BIG MISTAKE! This game barely has a resemblence to the series. The cut scenes look like playstation 1 graphics. Also when you build your chopper the options are limited. On American Chopper I never saw Paulie do missions or race. When you are racing, he makes stupid sounds when you pass him. I never saw Hex or that guy with the patch over his eye on the series. Must have missed that episode, lol. I tried to sell this game at a yard sale for 10 dollars and a kid said it was too much. He must have played the game before. Dont ever spend any amount of money on this worthless chewtoy for your dog.",0
3959,"information is amazing: Upon the insertion of this review, I have only been able to read a portion of the book and cannot wait to finish. I am totally amazed at how powerful this book really is. I pray that God will use this book to open the eyes of those around us who doubt profecy.",1
3960,GMC Denali Road Bike: took the bike to get it adjusted for my sons height and they spent over an hour working with the gears. Said it was a really bad gear job. It also came missing a brake pad. the company refunded us without any problem and we bought new pads.,0
3961,"Avoid this product and this company: If you orderd mx-850. the remote control will come without the software. you have to contact the company in order to get the software!!. They will send you a fax form to fill in and send it back !!!. I'm not kidding, imagine in these days you send a fax to get a temporary access to the software download. Yes, temporary because the link will soon expire. I got the software once then I lost it because of problem in my PC. I contacted the company and waiting for the download link. Right now no response. Imagine if you spent $238 for the remote and $160 for the mrf-350 and you cannot use them because of the software. The bad thing that amazon does not mention anything about this in the product information. I think this is the modern way of stealing money !!. Very bad company. I wish if I can give no stars.",0
3962,"Not your typical Phish music in my opinion...: I picked up ""Round Room"" this afternoon. Now I'm not a die-hard Phishead by any means, but I do enjoy their music, particularly Page's awesome keyboard work as I play keyboards myself. Anyway, my personal favorite Phish albums are those from Junta up to Hoist, and it seems like every album released after Hoist has seemed to be just a little more ""un-Phishlike"" than the album before, and Round Room, in my opinion, is no exception. To me, comparing ""Round Room"" to albums like ""Picture of Nectar"" and ""Rift"" is just like comparing DMB's ""Everyday"" to his ""Under the Table and Dreaming"" and ""Crash"" albums...that signature sound from the earlier albums just seems to be missing in the later albums. I didn't find anything particularly appealing on Round Room, which is a big difference from Phish's earlier albums on which I really like pretty much every track. But that's just my two cents...",0
3963,"88 Lines Remastered on Hotel for Wmen: The original 1981 version of 88 Lines about 44 Women has been remastered and can be downloaded, purchased on the just-released Hotel for Women CD. It is superior to the non-remastered original version available on Corpus Christi. Give it a try! --- David from The Nails.",0
3964,"Professional, Commercial, NO Passion: There's lots of competent musicianship here but I keep waiting to hear the passion that the blues signify for me. The tunes are occasionally catchy but otherwise these songs smack of covers of songs that have been made more palatable for a mass audience. The originals say a lot about the African-American experience, this album appears to eliminated most of that identifying emotion. There is more soul and passion in John Hurt's Corinna, Corrina than in this whole album. I don't hear anything ""natch'l"" and I don't hear the ""blues"". If this album turns others on to wanting to hear authentic blues, then it will have served a purpose, otherwise it's just a precursor to someone like Keb Mo.",0
3965,"FUNNIEST SHOW EVER ON T.V.: I can't stop laughing just thinking of all the many hilarious sketches that have been on this show! Dave Chappelle is a comic genius! People might be close minded to his jokes at first, but once you see the show you see it's all in good fun! Dave's characters are all crazy mofo's and that's what makes it even funnier! Look out for the guy who does the robot dance in the And-1 mixtape sketch, he makes me die with laughter each time and he's in a lot more in the second season. Buy this DVD and if you don't you are a damn fool!",1
3966,"Soft Core Fluff: This reads like a screenplay for a pornographic 'Period Piece' film. Simultaneously cheesy and raunchy, if you can believe that. If you are an Austen-purist then this treatment of beloved and well developed characters will make you positively ill.",0
3967,School book for Pierce College: It did the job at a low rate. Cheaper than the bookstore at the college. I buy all my books here.,1
3968,"Review of V7000 Wayfinder: After reading the reviews, I decided to take the chance and purchase the above unit for my car. Unfortunately, after calibration and adjustment for local declination, the compass was off 45-60 degrees when compared to known reference points. Recalibration did not change the accuracy. Since then, I purchased a traditional spirit compass which after installing and compensating in the same vehicle performs accurately.",0
3969,Waste of money: This replacement battery lasted less than 6 months! I ended up reinstalling my old (>5 years) battery that I had replaced; at least that gives me about 15 minute talk time.,0
3970,Song: Love the music in this book and also has prayers that we use T church. Like going over them at home,0
3971,"Why does Castro hate us so much?: .The Secret Fidel Castro: Deconstructing the Symbol is a take-no-prisoners approach to history. I could not stop reading it until the very end, though I confess than now I am more confused than before. The author proves that the answers to most questions about Castro are wrong, and adds some unanswered questions of his own.Why does Fidel Castro hate us so much? A very disturbing book all Americans should read, particularly in these dangerous times.Lisa Schmidt, Boston.",1
3972,"Too expensive and tempermental: These devices are tricky to get just right. I have them elsewhere in the house and I can usually get them adjusted in time. This one either comes on in the daylight, or won't come on at all in the dark. Way too expensive!",0
3973,"Buyer Beware: I purchased this kit in June as a birthday gift. We were really looking forward to a great summer of discovery. However, the Insect Lore ad DOES NOT state that the larve cannot be shipped in the Summer to hotter parts of the US. There seems to be no provision to protect the larve with packaging for summer delivery to the Southwest. Looks like most positive reviews are from buyers who live in a cooler climate.",0
3974,Best price I could find.: Best price I could find for OEM toner refill. Ran out of black from the original cartridges that came with the printer. (I don't print much).,1
3975,"Classic & handsome Made in USA Boots: These are just the best hiking boots out there in my opinion. Extremely well made in the USA, short break-in period and last for years. Sure, they're a bit more expensive than the Chinese sweatshop boots, but they are bombproof & supremely comfortable. I think they have made this style for many years as they are a classic that never goes out of style!",1
3976,NOT EVEN WORTH ONE STAR: This product might as well have been created 20 years ago. Atari had better graphics. DO NOT BUY it. Their customer service is horrible and they do not stand buy their product. I received it as a gift with three cartridges and they will not take it back. HORRIBLE COMPANY. HORRIBLE PRODUCT.,0
3977,Not for Beginners: Don't make the mistake I did of thinking that a flexible person in fairly good shape could skip the beginning tape and go straight to the intermediate. I can do Patricia Walden's yoga for flexability (a great tape and fairly challenging) so I thought I could do this tape. This tape is absolutely only for the experienced practicer of yoga. I found about ninty percent of the moves impossible and gave up on the tape about half way through and returned it to the store.,0
3978,"Grossly Misrepresents the Cognitive Capabilities of Animals: I am a fan of some of Burgess' works, but this book should be rejected in its entirety. Animals do not have the capability to relate emotionally with their environment as suggested in this book, and such a misrepresentation could cause children to form a grossly inaccurate understanding of wild animals in their natural environment. To demonize the practice of hunting without even acknowledging its role in conservation is ignorant and short sighted. When writing children's books, please check your personal agendas at the door.",0
3979,"Skip this and get The Cosby Show: The Complete Series: I was excited when I found out this was coming to DVD but major disappointed when I saw they were the cut versions. Why is this on only edited season. I got the 25th anniversary with all 8 seasons, UNCUT. Felt much better. I would recommend to all fans of ""The Cosby Show"" get that. The hell with the 1st Season.",0
3980,"Mishmash of the obvious, outdated advice, and some good tips: Most of this book is common sense (e.g. ""Refuse to pay high prices for dirty, faulty, trashy junk that a seller is promoting as antique or collectible"" -- well, duh!). Unless you're brand-spanking-new to garage sales or secondhand shopping, you probably already know most of what's in this book. And I thought the whole section on how to organize your secondhand treasures was a bit weird -- don't tell me how to decorate my house, thank you! Also, since this book was published in 1995 (pre-eBay), the ""Selling your treasures"" section is now worthless as eBay has completely revolutionized not only the selling process but also folks' newfound realization of the worth of their junk. Some useful tips throughout (the cleaning solutions section was good), but overall, not a book worth buying.",0
3981,"Jet 16-32 Drum Sander: This product is a welcomed addition to my woodworking shop. Although I've used this for a only short time while completing a chest of drawers, it easily provided a smooth and flat surface. My only critique - and this could be the result of a novice's operator error - is having the drum roller maintain parallel with the bed while finishing surfaces greater than 12"" wide. Frequent re-adjustments were required. Not a big deal but for me, it does require monitoring.",1
3982,"Very Disapointing!: I am a HUGE kid rock fan, but this dvd/video is crap. all it is is a bunch people talking about kid rock and a swear they had to say kid rock is a dj about 1,000,000 times. it doesn't even have kid rock in it at all. only if u are a diehard kid rock fan and want to have everything of his buy this, but otherwise DO NOT BUY THIS, IT IS A WASTE OF MONEY!",0
3983,"Inhumane, but does work in only small areas.: This is very inhumane product. I had a mice problem on a 6th floor high rise apt. !! The maintenance man introduced me to this.One little cute mouse did not get the memo and ended up on one of these. I felt sorry for the little creature, but he was stuck on this and ended up dying just hours later from the stress.Since I am single with no pets, I have decided to place moth balls around the stove where they were coming from. For small mice, this works like a charm. Only problem is that moth balls in large numbers can be quite toxic, and I did have a really bad nightmare where this stuff must have gotten into my brain, but I must've grown immune because I've had no problems since.",0
3984,One Of My Favorites: Great classic movie!I could watch this show over and over again. I watched it through Amazon Direct and everything went well. No complaints here.,1
3985,"The Best Book Ever written in history!!!!!: Omg this is the best book ever! Its is also requried that every 7th grader read it anway. My teacher read it, my mom read it, i read it all in 7th grade. I must have read it 5 times and seen the m ovie wayyy more times. The perfect book for any teen",1
3986,"Swaddlers are better, but...: I wish Swaddlers went up to my son's size. He is 4 months old and already weighs 24 lbs. These are good, but Swaddlers in bigger sizes would be ideal. I have not yet tried the cruisers, but based on ratings, these seem to be what most prefer. I have not had any problems with these, excet my son outgrows them so fast! Each shipment I order, it seems I have to go up a size. Love Pampers products.",1
3987,Prp Band Knee Support: I did not find that this device to be very helpful. It would have helped ifclearer instructions had been give on using the device.,0
3988,"Not for the purists: I love it when a record causes this much passion from reviewers. I must admit that for blues purists this record is a bit of sacrilege, but taken for what it's worth there are some gems here. One listen to 'Tom Cat' will show you what I mean. The track is just *dope*. Should be taken in by Funk aficionados... You'll be happy.",1
3989,"Just Magical: Wow. Thats the first thing I said after hearing the ""Remeber"" 12"" remix, track 1. The whole CDs layout merges the tracks together, which really works because obviously they contain BT's trademark elements. Every song is totally cool. The standout track for me is ""I Love You"" mix Sarah McLachlan.This cd is aweseome!!!!!!!",1
3990,"A Man for all seasons: A timeless classic in which a little history and a little drama come together in a clean yet realistic way. I find the English settings, the smart vocabulary and the representation of the Old English manner was preserved and delightful. I was also appreciative of the way the ending was narrated. Great show, it's no wonder it won a best reward.",1
3991,terrific television: Very nice picture for a non-flat screen. Settup a breeze. Easy full function remote. TV is in our kitchen/dinette area and is perfect to throw a tape in for the kiddies. Value for the dollar here is unbeatable.,1
3992,Brother Odd: I love Dean Koontz books and have read all of them but this is the worse. I was very disappointed with this story. I think that Odd Thomas has run his course and Mr. Koontz should move on to other story lines.,0
3993,"want one that keeps a charge: I wanted a battery that would hold a charge for 24 hours at least, i purchased a battery that was no better than what I already own, I still want a good battery but don't know how to get one. any suggestions?",0
3994,Bored...: I'm surprised to see so many great reviews...perhaps I have missed something? It just bore me to death.,0
3995,"Great for walnuts and brazil nuts, otherwise avoid: My wife purchased this nut cracker a couple of years ago, so we have experience with it, and it is not good. It appears to be designed by a male who's never been in a kitchen, like so many other inferior kitchen products. This cracker, while great at cracking open large nuts such as walnuts and brazil nuts, is absolutely worthless when it comes to small nuts like almonds or hazelnuts. With any small nut, you will find yourself having to search for the widest part of the nut to crack at the very ""top"" of the cracker. It will try and push the nut ""down"" (toward the wider part of the cracker) when it can't grip the small nut properly. You can spend 30 seconds just trying to position a hazelnut or almond in this thing before you can finally get it to cooperate. For this reason, I find this cracker worthless.",0
3996,"unbeleiveible contrasting personality: It is really intresting book. A person who started struggling to live like an ordinary man became a legend of his time in the ""Afro-American commuinity"". He rejected his slavery name and adopted the unknow letter ""X"" as a faimly name. For the first time in the human history such a strange event occured, that a leader rejected his name openly. The hero of the ""Afor_Americans"" was not liked by the white community, because of his extream thoughts of ""the Nation of Islam"". Anyway this was he who, after knowing the ""True Islam"", openly rejected his previous beleives and declared that, ISLAM is the only way of all problems, for back and white and all races.",1
3997,"Junk: I bought two of these for my son and husband for Christmas. Neither of them work anymore. The handles are what you have to use to make them work. They are not very sturdy and snap off. The flashlight is then useless. It is a great idea and I wish they had been better made. While they worked, they were great.",0
3998,"Use Barney media as juice coasters.: We have a rule, no Barney-like music is to be played. Instead we look towards music the entire family can enjoy such as Dane Zanes, Laure Berkner, Devo2.0, etc.My daughter received this album as a gift, and we found this a great CD for the family and to listen anytime (car trips, etc). My personal favorite is 'SAFARI' (which will sound VERY familiar to most of you.)If your open to diverse music, you will love it. If you are closed minded to a certain type of music, time to change your listening preference not ony for you, but also for your kids.",1
3999,"Double Dipping....: I love, love, love the first 3 Indiana Jones films. And I don't really mind the 4th. BUT, I already own Crystal Skull on blu-ray and I refuse to buy it twice. The trend with these Collection releases (LOTR Extended, Jurassic, Star Wars) has been to release them in one collection with no chance to purchase them individually and I'm guessing that this collection will follow that trend. Paramount, I would be delighted to give you my money for the original 3 films, but there is no way in heck that I will you give you my money for a second copy of Crystal Skull.I'm sure that someone is going to come along an criticize me for giving 2 stars to a collection that has yet to be released. However this is not meant as a review of the films (there are thousands of reviews of these films available) rather this is a review of the greedy nature of this release.",0
4000,"Nice looking item: This is the first external hard drive that I've purchased (and I'm not a tech-savvy at all) so I'm not sure how it compares with others, but I'm happy with it. It looks nice and it's not small but light and easy to carry around (not that I do). I haven't had any problems so far, and it was very easy to use (installing was simple, as others commented).",1
4001,"no redeeming social - or any other - value.: Boy, it's not often you find a film that is this amateurish in so many ways. The comedy isn't funny, the nudity is anerotic. The plot makes no sense. It has terrible pacing and editing and cinematography and so forth and so on.If the dialog had been written by Ed Wood, it would be exactly like an Ed Wood film, and that would be a major improvement.",0
4002,"Not as shown on package: I purchased an all in 1 grooming kit & the packaged showed that it had a store & charge stand & it doesn't. The back of the package shows the stand along with 6 other things, which equals 7 like it says. Beside the picture, it says ""store & charge stand. Conveniently charges trimmer & neatly stores all accessories""I chatted with customer service. They stated that it came with a storage bag. That it used to come with a stand. I guess they didn't change the package. I stated the package didn't say that, that it was false advertising. They replied...""can I help you with anything else?"" GRRR. I asked for stand, they replied that they no longer made it. Do not expect help from customer service.",0
4003,Quality Pins: Grex pins are about the best of the many brands on the market that I have used.Jam free and rarely brake apart.,1
4004,"Skip it!: Skip it, wait until ESPN shows the Super Bowl moments. You only get about 2-3 minutes of highlights per Super Bowl. If you blink, you may miss a year or two.",0
4005,"Lousy watch: Within two weeks of receiving the watch, all push button functions on the watch ceased working. No Indiglo light, no alarm, no date and day, nothing. And to add insult to injury, I had to send a $7 handling/postage check with the watch back to Timex's warranty repair center, which amounts to a 20% surcharge on the original price of the watch.",0
4006,"Don't Beleive The Hype!!: First off the only plus I can find in this game is the Graphics. Although every character has their own moves + combos, they are very basic and easy to learn.There will be no strategy guide for this game. The games replay value even with friends over is very little. Worst of all the camera angle changes the game makes while fighting will cause you to throw a controller or two. I was highly dissapointed in this game becasue I looked forward to playing another good fighting game on Xbox besides Dead OR Alive 3. Not!!Still waiting!! Still playing DOA3.",0
4007,"Worst tennis announcer ever: This book is typical of an announcer who thinks any sporting event is about himself and how much he can talk during it. I (thankfully) am not exposed to him on telecasts other than tennis but that is plenty.Do you think someone commentating on tennis matches for 10+ years would (or should) know NOT to talk continuously THROUGH the points?They should and he doesn't. He ruins every tennis match he talks, babbles and mutters over. His hallmarks are: long-winded never ending run-on sentences (about nothing), beginning to talk almost every time a player throws the ball up to serve (ensuring he will talk over and through the entire point), and dominating the amount of talking. If there are 3 announcers he will easily STILL talk 60-70% of the time!This book is more hot air from a know-nothing self absorbed announcer. More worried about what THEY can say during a sporting event than paying attention to what is actually going on.",0
4008,"Cute.: This is a cute presentation of a few of the first baby signs that are both easy and useful for any family. I wish there were more Sign Language DVD's in the Einstein series because this sort of leaves you hanging. The search for DVD's between this age and schoolage where ettiquette, sentence structure, classifiers, etc. start to be discussed is void. It would be nice if signing could be taken for granted and included in children's programing as a matter of course. Our granddaughter does now look for hands to mean something and Signing seems to be a stronger language for her than verbal instruction. She usually smiles when she signs to us because for her it seems to be both a game and powerful. ""Adults"" get it when she signs. This DVD did make a huge difference getting her started. We have a deaf daughter (25) so it is important in our family to have these materials around for everybody. This DVD was a positive fun start that made an immense change immediately for her at only 10-12 months.",1
4009,"The Greek is a Career Killer for Groban: Count me among the many who returned my DVD of Josh Groban's Greek Concert.It lacked quality in both Groban's vocals (after all, he IS a singer), and everything else.Hopefully Groban will avoid the outdoor concert venue like the plague. It destroys his already strained voice.",0
4010,"Fun Book is Fun: I received the book as a surprise (and secret?) gift and couldn't be more delighted. A fine, approachable and fun look at the ideas behind games, gaming and game development. A great primer for an aspiring developer/writer. Hooray!",1
4011,"DBZ PLAYSET: THIS PLAYSET IS A GOOD IDEA, POORLY MADE. JAKKS JUST GIVES US GARBAGE. THIS IS A PERFECT EXAMPLE. LIKE IN THE WWE TOYS THE ELIMINATION CHAMBER. THAT IS A STADIUM LIKE THIS ONE THAT WAS MADE OF TRASH. DO NOT WASTE YOU R MONEY ON THIS. EVEN A 3 YEAR OLD CAN MAKE A BETTER PLAYSET.",0
4012,"Many people wish the fiction could be fact: If this had been written by a person of Arab or Muslim descent, it would probably be in the non-fiction section. Reading Mr. Card's review shows how disturbing this book really is. Especially since it is essentially the narrative of the Islamic jihadist. In reality it was the Jews in Israel that were fighting against well-equipped Arab armies. The Israelis had fewer fighters, less powerful weapons (including no heavy artillery in the start of the war) and were not backed by any other nations. They were self-reliant and this is one of the reasons they defeated the Arabs in 1948 and again in 1967.",0
